Artists,Album,Date,Year,Score,Tags,Genres
red hot chili peppers,The Getaway,28-Jun-16,2016,5,"['warner bros', 'rock', 'alternative rock', 'funk rock', 'pop rock', '5/10']","pop,funk,rock"
schoolboy q,Blank Face LP,16-Jul-16,2016,5,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', '5/10']",hip hop
the game,1992,24-Oct-16,2016,5,"['entertainment one', 'rap', 'hip hop', 'west coast', 'gangsta rap', 'pop rap', '5/10']","hip hop,pop"
the weeknd,Starboy,28-Nov-16,2016,5,"['xo', 'pop', 'alternative r&b', 'nu-disco', 'synth funk', 'electropop', 'synthpop', 'dance pop', 'contemporary r&b', '5/10']","pop,r&b,dance,funk"
tim hecker,Love Streams,13-Apr-16,2016,5,"['4ad', 'electronic', 'ambient', 'experimental', 'choral', 'glitch', 'progressive electronic', '5/10']","electronic,ambient,experimental"
vic mensa,There's Alot Going On,7-Jun-16,2016,5,"['ep', 'roc nation', 'rap', 'hip hop', 'pop rap', 'trap', '5/10']","hip hop,pop"
wild nothing,Life of Pause,3-Mar-16,2016,5,"['captured tracks', 'pop', 'indie', 'dream pop', 'jangle pop', '5/10']",pop
young thug,Slime Season 3,28-Mar-16,2016,5,"['mixtape', '300 entertainment', 'rap', 'hip hop', 'southern', 'trap', '5/10']",hip hop
(sandy) alex g,Rocket,24-May-17,2017,5,"['domino', 'indie', 'folk', 'lo-fi', 'alt-country', 'indie rock', 'singer-songwriter', '5/10']","rock,singer-songwriter,folk,country"
alt-j,Relaxer,6-Jun-17,2017,5,"['atlantic', 'uk', 'pop', 'art pop', 'folktronica', 'progressive pop', '5/10']","pop,folk"
amine,Good for You,1-Aug-17,2017,5,"['republic', 'rap', 'hip hop', 'west coast', 'pop rap', 'contemporary r&b', '5/10']","hip hop,pop,r&b"
arca,Arca,13-Apr-17,2017,5,"['xl', 'electronic', 'art pop', 'glitch pop', 'ambient pop', 'post-industrial', 'idm', '5/10']","pop,electronic,ambient"
beach fossils,Somersault,8-Jun-17,2017,5,"['bayonet', 'indie', 'pop', 'indie pop', 'dream pop', 'jangle pop', 'sunshine pop', 'psych pop', 'baroque pop', '5/10']",pop
benjamin clementine,I Tell a Fly,13-Nov-17,2017,5,"['behind', 'art pop', 'singer-songwriter', 'chamber music', 'other', '5/10']","pop,singer-songwriter"
"big sean<,>metro boomin",Double or Nothing,14-Dec-17,2017,5,"['double or nothing', 'collaboration', 'g.o.o.d. music', 'rap', 'hip hop', 'pop rap', 'trap', '5/10']","hip hop,pop"
cyhi the prynce,No Dope on Sundays,3-Dec-17,2017,5,"['sony', 'rap', 'hip hop', '5/10']",hip hop
destroyer,ken,16-Nov-17,2017,5,"['merge', 'pop', 'synthpop', 'new wave', 'sophisti-pop', '5/10']",pop
drake,More Life,22-Mar-17,2017,5,"['playlist', 'young money', 'rap', 'hip hop', 'contemporary r&b', 'pop rap', 'trap', 'dancehall', '5/10']","hip hop,pop,r&b,dance"
fever ray,Plunge,31-Oct-17,2017,5,"['rabid', 'pop', 'art pop', 'electropop', 'darkwave', 'electro-industrial', '5/10']",pop
"future<,>young thug",Super Slimey,25-Oct-17,2017,5,"['super slimey', 'mixtape', 'epic', 'rap', 'hip hop', 'trap', 'southern hip hop', 'pop rap', '5/10']","hip hop,pop"
future,Future,21-Feb-17,2017,5,"['epic', 'rap', 'hip hop', 'pop rap', 'trap', '5/10']","hip hop,pop"
godspeed you! black emperor,"""Luciferian Towers""",26-Sep-17,2017,5,"['constellation', 'rock', 'post-rock', 'drone', 'chamber music', '5/10']",rock
goldlink,At What Cost,2-Apr-17,2017,5,"['rca', 'rap', 'hip hop', 'east coast', 'pop rap', 'contemporary r&b', 'hip house', '5/10', 'shawn cee']","hip hop,pop,r&b,house"
gorillaz,Humanz,1-May-17,2017,5,"['warner bros', 'pop', 'electropop', 'hip hop', 'neo-soul', 'alternative dance', '5/10']","hip hop,pop,soul,dance"
gucci mane,Mr. Davis,19-Oct-17,2017,5,"['atlantic', 'rap', 'hip hop', 'trap', 'southern hip hop', 'pop rap', '5/10']","hip hop,pop"
haim,Something to Tell You,11-Jul-17,2017,5,"['columbia', 'pop', 'pop rock', 'new wave', 'sophisti-pop', '5/10']","pop,rock"
"king gizzard & the lizard wizard<,>mild high club",Sketches of Brunswick East,25-Aug-17,2017,5,"['sketches of brunswick east', 'collaboration', 'flightless', 'rock', 'melbourne', 'psychedelic pop', 'jazz-funk', 'jazz rock', '5/10']","pop,jazz,funk,rock,psychedelic"
kodak black,Project Baby 2,21-Aug-17,2017,5,"['mixtape', 'atlantic', 'rap', 'hip hop', 'trap', 'southern hip hop', '5/10']",hip hop
laura marling,Semper Femina,17-Mar-17,2017,5,"['kobalt', 'other', 'singer-songwriter', 'uk', 'indie', 'folk', 'chamber pop', '5/10']","pop,singer-songwriter,folk"
liars,TFCF,17-Nov-17,2017,5,"['mute', 'synth punk', 'post-industrial', 'experimental rock', 'avant-folk', '5/10']","rock,punk,experimental,folk"
lil b,Black Ken,19-Aug-17,2017,5,"['mixtape', 'basedworld', 'rap', 'hip hop', 'west coast', 'experimental hip hop', 'hyphy', '5/10']","hip hop,experimental"
little simz,Stillness in Wonderland,16-Jan-17,2017,5,"['age 101', 'rap', 'hip hop', 'euk', 'grime', '5/10', 'tabby']",hip hop
logic,Everybody,8-May-17,2017,5,"['def jam', 'rap', 'hip hop', 'pop rap', 'conscious', 'jazz rap', 'biracial btw', '5/10']","hip hop,pop,jazz"
marilyn manson,Heaven Upside Down,13-Oct-17,2017,5,"['loma vista', 'loud rock', 'industrial', 'alternative metal', 'gothic rock', '5/10']","rock,metal"
real estate,In Mind,23-Mar-17,2017,5,"['domino', 'pop', 'jangle pop', 'indie', 'rock', 'dream pop', 'indie pop', '5/10']","pop,rock"
skepta,Vicious,11-Nov-17,2017,5,"['ep', 'rap', 'hip hop', 'uk', 'grime', 'trap', '5/10', 'boy better know']",hip hop
"sufjan stevens<,>nico muhly<,>bryce dessner & james mcalister",Planetarium,14-Jun-17,2017,5,"['nico muhly', 'james mcalister', 'planetarium', '4ad', 'other', 'art pop', 'chamber pop', 'ambient', 'indietronica', '5/10']","pop,ambient"
the flaming lips,Oczy Mlody,18-Jan-17,2017,5,"['warner bros', 'pop', 'neo-psychedelia', 'dream pop', '5/10']",pop
the war on drugs,A Deeper Understanding,1-Sep-17,2017,5,"['atlantic', 'rock', 'heartland', 'neo-psychedelia', 'americana', 'dream pop', '5/10']","pop,rock"
timber timbre,"Sincerely, Future Pollution",21-Apr-17,2017,5,"['city slang records', 'rock', 'art rock', 'sophisti-pop', 'synthpop', '5/10']","pop,rock"
trippie redd,A Love Letter to You 2,14-Oct-17,2017,5,"['mixtape', 'strainge entertainment', 'rap', 'hip hop', 'trap', 'alternative r&b', 'soundcloud', '5/10']","hip hop,r&b"
ugly god,The Booty Tape,8-Aug-17,2017,5,"['mixtape', 'asylum', 'rap', 'hip hop', 'trap', 'southern hip hop', 'cloud rap', 'comedy rap', '5/10']",hip hop
young thug,Beautiful Thugger Girls,20-Jun-17,2017,5,"['atlantic', 'rap', 'hip hop', 'contemporary r&b', 'trap', 'pop rap', 'southern hip hop', 'country rap', '5/10']","hip hop,pop,r&b,country"
88rising,Head in the Clouds,26-Jul-18,2018,5,"['compilation', 'various artists', 'rap', 'hip hop', 'pop rap', 'trap', 'alternative r&b', '5/10']","hip hop,pop,r&b"
a perfect circle,Eat the Elephant,26-Apr-18,2018,5,"['bmg', 'rock', 'alternative', 'metal', '5/10']","rock,metal"
action bronson,White Bronco,19-Nov-18,2018,5,"['empire', 'rap', 'hip hop', 'east coast', '5/10']",hip hop
arctic monkeys,Tranquility Base Hotel + Casino,17-May-18,2018,5,"['rock', 'lounge', 'piano rock', 'art rock', 'psych pop', 'domino', '5/10']","pop,rock"
busdriver,Electricity is on our Side,24-Jul-18,2018,5,"['temporary whatever', 'rap', 'hip hop', 'abstract hip hop', 'jazz rap', 'poetry', '5/10']","hip hop,jazz"
daniel avery,Song for Alpha,4-May-18,2018,5,"['phantasy', 'electronic', 'ambient techno', 'idm', 'tech house', '5/10']","electronic,house,techno,ambient"
deafheaven,Ordinary Corrupt Human Love,17-Jul-18,2018,5,"['anti', 'loud rock', 'black metal', 'blackgaze', 'post-rock', '5/10']","rock,metal"
"future<,>juice wrld",WRLD on Drugs,23-Oct-18,2018,5,"['wrld on drugs', 'collaboration', 'epic', 'rap', 'hip hop', 'trap', '5/10']",hip hop
j. cole,KOD,23-Apr-18,2018,5,"['dreamville', 'rap', 'hip hop', 'conscious', 'jazz rap', 'trap', '5/10']","hip hop,jazz"
joji,BALLADS 1,29-Oct-18,2018,5,"['88rising', 'pop', 'alternative r&b', 'pop rap', '5/10', 'hip hop']","hip hop,pop,r&b"
juice wrld,Goodbye & Good Riddance,5-Jun-18,2018,5,"['interscope', 'rap', 'hip hop', 'trap', 'emo', '5/10']",hip hop
logic,YSIV,5-Oct-18,2018,5,"['young sinatra', 'def jam', 'rap', 'hip hop', 'east coast', 'boom bap', 'pop rap', '5/10']","hip hop,pop"
logic,Bobby Tarantino II,13-Mar-18,2018,5,"['mixtape', 'def jam', 'rap', 'hip hop', 'trap', 'east coast', 'pop rap', '5/10']","hip hop,pop"
meek mill,Championships,13-Dec-18,2018,5,"['mmg', 'rap', 'hip hop', 'east coast', 'pop rap', 'trap', '5/10']","hip hop,pop"
muse,Simulation Theory,24-Nov-18,2018,5,"['warner bros', 'pop', 'synthwave', 'electropop', 'pop rock', '5/10']","pop,rock"
nicki minaj,Queen,14-Aug-18,2018,5,"['young money', 'rap', 'hip hop', 'pop rap', 'trap', 'contemporary r&b', 'east coast', '5/10']","hip hop,pop,r&b"
preoccupations,New Material,29-Mar-18,2018,5,"['jagjaguwar', 'rock', 'post-punk', 'coldwave', '5/10']","rock,punk"
the carters,Everything Is Love,10-Jul-18,2018,5,"['beyonce', 'everything is love', 'collaboration', 'roc nation', 'rap', 'hip hop', 'trap', 'pop rap', 'contemporary r&b', '5/10']","hip hop,pop,r&b"
the weeknd,"My Dear Melancholy,",2-Apr-18,2018,5,"['ep', 'xo', 'pop', 'r&b', '5/10']","pop,r&b"
titus andronicus,A Productive Cough,8-Mar-18,2018,5,"['merge', 'rock', 'heartland', 'pub rock', 'indie', '5/10']",rock
trippie redd,Life's a Trip,16-Aug-18,2018,5,"['tenthousand projects', 'rap', 'hip hop', 'emo', 'trap', 'alternative r&b', '5/10']","hip hop,r&b"
tune-yards,I can feel you creep into my private life,25-Jan-18,2018,5,"['4ad', 'pop', 'indietronica', 'art pop', 'synthpop', 'alternative dance', '5/10']","pop,dance"
turnstile,Time & Space,3-Mar-18,2018,5,"['roadrunner', 'loud rock', 'punk', 'hardcore punk', '5/10']","rock,punk"
unknown mortal orchestra,Sex & Food,20-Apr-18,2018,5,"['jagjaguwar', 'pop', 'psych pop', 'lo-fi indie', 'contemporary r&b', '5/10']","pop,r&b"
yg,Stay Dangerous,8-Aug-18,2018,5,"['def jam', 'rap', 'hip hop', 'trap', 'west coast', '5/10']",hip hop
young thug,Slime Language,21-Aug-18,2018,5,"['ysl', 'compilation', 'young stoner life', 'rap', 'hip hop', 'trap', '5/10']",hip hop
(sandy) alex g,House of Sugar,20-Sep-19,2019,5,"['domino', 'other', 'singer-songwriter', 'psych folk', 'indietronica', 'alt-country', '5/10']","singer-songwriter,folk,country"
bad bunny,X 100PRE,14-Jan-19,2019,5,"['rimas', 'rap', 'hip hop', 'trap', 'latin', 'reggaeton', '5/10']",hip hop
baroness,Gold & Grey,20-Jun-19,2019,5,"['abraxan hymns', 'loud rock', 'metal', 'alternative rock', 'stoner metal', 'sludge', 'heavy psych', '5/10']","rock,metal"
battles,Juice B Crypts,23-Oct-19,2019,5,"['warp', 'rock', 'math rock', 'indietronica', 'neo-psychedelia', '5/10']",rock
big thief,U.F.O.F.,21-May-19,2019,5,"['u.f.o.f.', '4ad', 'other', 'indie', 'folk', 'dream pop', '5/10']","pop,folk"
bts,Map of the Soul: Persona,16-Apr-19,2019,5,"['persona', 'ep', 'big hit', 'pop', 'k-pop', 'pop rap', '5/10', 'hip hop']","hip hop,pop"
cage the elephant,Social Cues,24-Apr-19,2019,5,"['rca', 'rock', 'post-punk revival', 'pop rock', '5/10']","pop,rock,punk"
chelsea wolfe,Birth of Violence,24-Sep-19,2019,5,"['sargent house', 'other', 'singer-songwriter', 'gothic country', 'dark folk', '5/10']","house,singer-songwriter,folk,country"
clairo,Immunity,7-Aug-19,2019,5,"['pop', 'indie', 'bedroom pop', 'r&b', '5/10']","pop,r&b"
coldplay,Everyday Life,26-Nov-19,2019,5,"['parlophone', 'rock', 'pop rock', 'art rock', '5/10']","pop,rock"
"czarface<,>ghostface killah",Czarface Meets Ghostface,21-Feb-19,2019,5,"['czarface meets ghostface', 'collaboration', 'collab', 'rap', 'hip hop', 'silver age', 'boom bap', 'east coast', '5/10']",hip hop
dababy,Kirk,3-Oct-19,2019,5,"['interscope', 'rap', 'hip hop', 'trap', '5/10']",hip hop
daniel caesar,Case Study 01,16-Jul-19,2019,5,"['golden child', 'pop', 'alternative r&b', 'neo-soul', '5/10']","pop,r&b,soul"
dave,Psychodrama,18-Mar-19,2019,5,"['neighbourhood', 'rap', 'hip hop', 'uk', 'conscious', '5/10']",hip hop
deerhunter,Why Hasn't Everything Already Disappeared?,29-Jan-19,2019,5,"['4ad', 'rock', 'indie', 'neo-psychedelia', 'psych pop', '5/10']","pop,rock"
drake,So Far Gone,19-Feb-19,2019,5,"['reissue', 'ovo', 'young money', 'rap', 'hip hop', 'pop rap', 'contemporary r&b', '5/10']","hip hop,pop,r&b"
earl sweatshirt,Feet of Clay,4-Nov-19,2019,5,"['ep', 'tan cressida', 'rap', 'hip hop', 'abstract hip hop', '5/10']",hip hop
flying lotus,Flamagra,31-May-19,2019,5,"['warp', 'nu jazz', 'electronic', 'wonky', 'glitch hop', 'neo-soul', '5/10']","soul,jazz,electronic"
harry styles,Fine Line,15-Dec-19,2019,5,"['columbia', 'pop', 'pop rock', 'soul', '5/10']","pop,soul,rock"
holly herndon,PROTO,19-Jun-19,2019,5,"['4ad', 'other', 'choral', 'art pop', 'glitch', 'generative', '5/10']",pop
lil peep,Everybody's Everything,18-Nov-19,2019,5,"['columbia', 'rap', 'hip hop', 'trap', 'cloud rap', 'emo', 'compilation', '5/10']",hip hop
post malone,Hollywood's Bleeding,10-Sep-19,2019,5,"['republic', 'rap', 'hip hop', 'pop rap', 'trap', 'emo', 'alternative r&b', '5/10']","hip hop,pop,r&b"
rammstein,Untitled,30-May-19,2019,5,"['self-titled', 'universal', 'loud rock', 'neue deutsche harte', 'ndh', 'electro-industrial', 'industrial metal', '5/10']","rock,metal"
rex orange county,Pony,31-Oct-19,2019,5,"['sony', 'pop', 'indie pop', 'neo-soul', '5/10']","pop,soul"
schoolboy q,CrasH Talk,1-May-19,2019,5,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', 'trap', '5/10']",hip hop
sleater-kinney,The Center Won't Hold,25-Aug-19,2019,5,"['mom + pop', 'rock', 'indie', '5/10']","pop,rock"
sturgill simpson,Sound & Fury,14-Oct-19,2019,5,"['elektra', 'rock', 'alt-country', 'hard rock', 'southern rock', '5/10']","rock,country"
the raconteurs,Help Us Stranger,10-Jul-19,2019,5,"['third man', 'rock', 'blues rock', 'garage rock', '5/10']",rock
uncommon nasa & kount fif,City as School,12-Dec-19,2019,5,"['city as school', 'collaboration', 'man bites dog', 'rap', 'hip hop', 'east coast', '5/10']",hip hop
westside gunn,Hitler Wears Hermes 7,11-Nov-19,2019,5,"['hwh7', 'mixtape', 'griselda', 'rap', 'hip hop', 'east coast', 'hardcore hip hop', '5/10']",hip hop
070 shake,Modus Vivendi,30-Jan-20,2020,5,"['good music', 'pop', 'art pop', 'alternative r&b', 'trap', '5/10', 'hip hop']","hip hop,pop,r&b"
a. g. cook,Apple,21-Sep-20,2020,5,"['apple', 'pc music', 'electronic', 'pop', 'electropop', 'bubblegum bass', 'deconstructed club', '5/10']","pop,electronic"
algiers,There Is No Year,3-Feb-20,2020,5,"['matador', 'rock', 'post-punk', 'soul', '5/10']","soul,rock,punk"
ariana grande,Positions,4-Nov-20,2020,5,"['republic', 'pop', '5/10']",pop
bad bunny,El Asltimo Tour del Mundo,2-Dec-20,2020,5,"['rimas', 'rap', 'hip hop', 'latin', 'trap', 'reggaeton', '5/10']",hip hop
bladee,EXETER,13-Apr-20,2020,5,"['mixtape', 'drain gang', 'year0001', 'rap', 'hip hop', 'experimental hip hop', 'art pop', '5/10']","hip hop,pop,experimental"
bob dylan,Rough and Rowdy Ways,9-Jul-20,2020,5,"['columbia', 'other', 'singer-songwriter', 'blues rock', 'americana', '5/10']","rock,singer-songwriter"
bts,Map of the Soul: 7,25-Feb-20,2020,5,"['7', 'big hit', 'pop', 'k-pop', 'rap', 'trap', '5/10', 'hip hop']","hip hop,pop"
car seat headrest,Making a Door Less Open,6-May-20,2020,5,"['matador', 'rock', 'indie', 'synthpop', 'indietronica', '5/10']","pop,rock"
city morgue,Toxic Boogaloo,19-Aug-20,2020,5,"['ep', 'mixtape', 'republic', 'rap', 'hip hop', 'metal', 'trap', 'zillakami', 'sosmula', '5/10']","hip hop,metal"
daniel avery,Love + Light,31-Jul-20,2020,5,"['phantasy', 'electronic', 'ambient', 'techno', '5/10']","electronic,techno,ambient"
declan mckenna,Zeros,12-Sep-20,2020,5,"['tomplicated', 'rock', 'glam', '5/10']",rock
don toliver,Heaven or Hell,31-Mar-20,2020,5,"['cactus jack', 'rap', 'hip hop', 'trap', '5/10']",hip hop
elder,Omens,5-May-20,2020,5,"['armageddon', 'rock', 'progressive', 'prog', 'heavy psych', 'psychedelic', '5/10']","rock,psychedelic"
eminem,Music to Be Murdered By,20-Jan-20,2020,5,"['shady', 'rap', 'hip hop', 'horrorcore', 'trap', '5/10']",hip hop
hayley williams,Petals for Armor,16-May-20,2020,5,"['atlantic', 'pop', 'art rock', 'new wave', '5/10']","pop,rock"
hum,Inlet,8-Jul-20,2020,5,"['comeback', 'earth analog', 'rock', 'shoegaze', 'alternative metal', 'space rock', '5/10']","rock,metal"
igorrr,Spirituality and Distortion,16-Apr-20,2020,5,"['metal blade', 'france', 'loud rock', 'metal', 'avant-garde', 'baroque', 'breakcore', '5/10']","rock,metal"
jackboys,JACKBOYS,22-Jan-20,2020,5,"['cactus jack', 'epic', 'rap', 'hip hop', 'trap', 'travis scott', 'don toliver', 'sheck wes', '5/10']",hip hop
jaden,CTV3: Cool Tape Vol. 3,2-Sep-20,2020,5,"['cool tape', 'mixtape', 'rap', 'hip hop', 'pop rap', 'bedroom pop', '5/10', 'roc nation']","hip hop,pop"
jay electronica,A Written Testimony,18-Mar-20,2020,5,"['roc nation', 'rap', 'hip hop', '5/10']",hip hop
kali uchis,To Feel Alive,26-Apr-20,2020,5,"['ep', 'interscope', 'pop', 'r&b', 'neo-soul', '5/10']","pop,r&b,soul"
lil uzi vert,LUV vs. the World 2,16-Mar-20,2020,5,"['atlantic', 'rap', 'hip hop', 'trap', '5/10']",hip hop
machine girl,U-Void Synthesizer,19-Mar-20,2020,5,"['self-released', 'electronic', 'digital hardcore', 'cybergrind', 'electro-industrial', '5/10']",electronic
megan thee stallion,Suga,13-Mar-20,2020,5,"['ep', '300 entertainment', 'rap', 'hip hop', 'trap', '5/10']",hip hop
niki,Moonchild,15-Sep-20,2020,5,"['88rising', 'pop', 'electropop', 'r&b', '5/10']","pop,r&b"
roisin murphy,Roisin Machine,17-Oct-20,2020,5,"['loaded', 'pop', 'nu-disco', 'dance pop', '5/10']","pop,dance"
spillage village,Spilligion,6-Oct-20,2020,5,"['dreamville', 'jid', 'earthgang', 'rap', 'hip hop', 'neo-soul', '5/10']","hip hop,soul"
teyana taylor,The Album,24-Jun-20,2020,5,"['pop', 'r&b', '5/10']","pop,r&b"
the 1975,Notes on a Conditional Form,27-May-20,2020,5,"['dirty hit', 'pop', 'rock', 'electronic', '5/10']","pop,electronic,rock"
the avalanches,We Will Always Love You,16-Dec-20,2020,5,"['modular', 'pop', 'neo-psychedelia', 'plunderphonics', 'neo-soul', 'nu-disco', '5/10']","pop,soul"
u.s. girls,Heavy Light,10-Mar-20,2020,5,"['4ad', 'pop', 'indie', '5/10']",pop
umbra vitae,Shadow of Life,7-May-20,2020,5,"['supergroup', 'deathwish', 'loud rock', 'metal', 'deathcore', 'metalcore', 'death metal', '5/10']","rock,metal"
yung lean,Starz,20-May-20,2020,5,"['year0001', 'rap', 'hip hop', 'cloud rap', 'alternative r&b', 'ambient pop', '5/10']","hip hop,pop,r&b,ambient"
pi'erre bourne,The Life of Pi'erre 5,19-Jun-21,2021,5,"['sosshouse', 'rap', 'hip hop', 'trap', '5/10']","hip hop,house"
bicep,Isles,25-Jan-21,2021,5,"['ninja tune', 'electronic', 'uk garage', 'uk bass', 'house', '5/10']","electronic,house"
dmx,Exodus,1-Jun-21,2021,5,"['def jam', 'rap', 'hip hop', '5/10']",hip hop
doja cat,Planet Her,30-Jun-21,2021,5,"['kemosabe', 'rap', 'hip hop', 'pop rap', '5/10']","hip hop,pop"
foo fighters,Medicine at Midnight,8-Feb-21,2021,5,"['roswell', 'rock', 'hard rock', 'alternative', 'dave grohl', '5/10']",rock
hayley williams,FLOWERS for VASES / descansos,10-Feb-21,2021,5,"['descansos', 'atlantic', 'other', 'indie', 'folk', 'singer-songwriter', '5/10']","singer-songwriter,folk"
king gizzard & the lizard wizard,Butterfly 3000,17-Jun-21,2021,5,"['self-released', 'rock', 'synthpop', 'pyschedelic', '5/10']","pop,rock"
nf,Clouds,30-Mar-21,2021,5,"['mixtape', 'self-released', 'rap', 'hip hop', 'conscious', 'pop rap', '5/10']","hip hop,pop"
pale waves,Who Am I?,17-Feb-21,2021,5,"['dirty hit', 'rock', 'pop rock', 'alternative', '5/10']","pop,rock"
playboi carti,Whole Lotta Red,12-Jan-21,2021,5,"['wlr', 'interscope', 'rap', 'hip hop', 'trap', 'tread', 'experimental hip hop', 'vamp', 'punk', '5/10']","hip hop,punk,experimental"
portal,Avow,4-Jun-21,2021,5,"['profound lore', 'loud rock', 'metal', 'death metal', 'avant-garde metal', '5/10']","rock,metal"
quadeca,From Me to You,5-Apr-21,2021,5,"['self-released', 'rap', 'hip hop', 'emo', 'trap', '5/10']",hip hop
serpentwithfeet,DEACON,9-Apr-21,2021,5,"['secretly canadian', 'pop', 'alternative r&b', '5/10']","pop,r&b"
the weather station,Ignorance,11-Feb-21,2021,5,"['fat possum', 'indie', 'pop', 'sophisti-pop', 'chamber pop', '5/10']",pop
weezer,Van Weezer,12-May-21,2021,5,"['crush', 'rock', 'alternative', 'power pop', 'hard rock', 'throwback', '5/10']","pop,rock"
"young stoner life<,>young thug<,>gunna",Slime Language 2,19-Apr-21,2021,5,"['gunna', 'slime language', 'ysl', 'rap', 'hip hop', 'trap', '5/10']",hip hop
3:33,IN THE MIDDLE OF INFINITY,24-Oct-12,2012,6,"['parallel thought', 'beatmusic', 'instrumental hip hop', 'dark ambient', 'drone']","hip hop,ambient"
brian eno,LUX,12-Nov-12,2012,6,"['warp', 'ambient, electronic']","electronic,ambient"
code orange kids,LOVE IS LOVE,30-Nov-12,2012,6,"['return to dust', 'deathwish inc.', 'sludge metal, hardcore punk']","punk,metal"
daphni,JIAOLONG,19-Oct-12,2012,6,"['merge records', 'tech house, tribal house']",house
deftones,KOI NO YOKAN,15-Nov-12,2012,6,"['reprise', 'alternative metal, shoegaze, alternative rock']","rock,metal"
dragged into sunlight,WIDOWMAKER,5-Dec-12,2012,6,"[""prosthetic records, sludge metal, doom metal, death metal, death doom metal, maybe there's some black metal in there as well""]",metal
hoax,3RD EP,26-Oct-12,2012,6,"['painkiller', 'hardcore punk']",punk
mac demarco,2,30-Oct-12,2012,6,"['captured tracks', 'indie pop, indie rock, lo-fi, jangle pop']","pop,rock"
miguel,KALEIDOSCOPE DREAM,10-Dec-12,2012,6,"['rca', 'contemporary r&b']",r&b
pig destroyer,BOOK BURNER,24-Oct-12,2012,6,"['relapse', 'grindcore, metal, mosh riffs and mosh riffs and mosh riffs']",metal
titus andronicus,LOCAL BUSINESS,7-Nov-12,2012,6,"['xl', 'indie rock, punk, folk punk, pop punk, the boss']","pop,rock,punk,folk"
wu-tang clan,WU-TANG CLAN,1-Dec-12,2012,6,"['eone', 'east coast hip hop, hardcore hip hop, gangsta rap']",hip hop
"action bronson<,>party supplies",BLUE CHIPS 2,13-Nov-13,2013,6,"['self-released', 'hardcore hip hop, east coast hip hop']",hip hop
adam green & binki shapiro,ADAM GREEN & BINKI SHAPIRO ,9-Feb-13,2013,6,"['rounder records', 'baroque pop, twee pop, cutesy slacker duets']",pop
anamanaguchi,ENDLESS FANTASY,22-May-13,2013,6,"['self-released', 'chiptune, power pop, house, electropop']","pop,house"
arabrot,ARABROT ,5-Dec-13,2013,6,"['fysisk format', 'sludge metal, noise rock']","rock,metal"
autopsy,THE HEADLESS RITUAL,11-Jul-13,2013,6,"['peaceville', 'death metal, death doom metal, death and heavy metal fusions']",metal
baths,OBSIDIAN,29-May-13,2013,6,"['anticon.', 'glitch pop, chamber pop, synth pop, indie electronic']","pop,electronic"
boards of canada,TOMORROW'S HARVEST,12-Jun-13,2013,6,"['warp', 'ambient, idm, progressive synth, progressive electronic, downtempo, ambient techno']","electronic,techno,ambient"
bonobo,THE NORTH BORDERS,27-Mar-13,2013,6,"['ninja tune', 'downtempo, future garage, nu jazz']",jazz
california x,CALIFORNIA X ,30-Jan-13,2013,6,"['don giovanni', 'indie rock, alternative rock, noise rock, stoner rock (slightly)']",rock
chance the rapper,ACID RAP,7-May-13,2013,6,"['self-released', 'pop rap, jazz rap, juke', 'hip hop']","hip hop,pop,jazz"
circle takes the square,DECOMPOSITIONS: VOLUME NUMBER ONE,10-Jan-13,2013,6,"['gatepost recordings', 'sluge-esque screamo, post-hardcore', 'metal']",metal
classixx,HANGING GARDENS,24-May-13,2013,6,"['innovative leisure', 'house, synth pop, synth funk']","pop,house,funk"
co la,MOODY COUP,14-May-13,2013,6,"['software recording co.', 'plunderphonics, wonky techno, glitch, vaporwave, disorienting samples']",techno
crystal stilts,NATURE NOIR,18-Sep-13,2013,6,"['sacred bones', ""psychedelic rock, garage rock, dark rock 'n' roll, deadpan""]","rock,psychedelic"
cx kidtronik,KRAK ATTACK 2: THE BALLAD OF ELLI SKIFF,5-Jun-13,2013,6,"['stones throw', 'experimental hip hop, industrial hip hop, digital hardcore, drum machine metal that rips your face off']","hip hop,metal,experimental"
czarface,CZARFACE ,4-Mar-13,2013,6,"['brick', 'east coast hip hop, boom bap']",hip hop
darkthrone,THE UNDERGROUND RESISTANCE,1-Mar-13,2013,6,"['peaceville', 'heavy metal, speed metal']",metal
dead in the dirt,THE BLIND HOLE,7-Aug-13,2013,6,"['southern lord', 'hardcore punk, powerviolence, sludge metal, crust punk, grindcore']","punk,metal"
death grips,GOVERNMENT PLATES,18-Nov-13,2013,6,"['industrial hip hop', 'experimental hip hop', 'hardcore punk', 'psychedelic sound terrorism']","hip hop,punk,psychedelic,experimental"
deerhunter,MONOMANIA,24-Apr-13,2013,6,"['4ad', 'noise rock, noise pop, psychedelic rock, neo-psychedelia, garage rock']","pop,rock,psychedelic"
dumbo gets mad,BAD PANDA RECORDS,6-Feb-13,2013,6,"['psychadelic rock', 'pop']","pop,rock"
earl sweatshirt,DORIS,26-Aug-13,2013,6,"['columbia records', 'alternative hip hop, abstract hip hop (sorta), trapped & screwed bap jazz rap amalgamation, whisper raps']","hip hop,jazz"
factory floor,FACTORY FLOOR ,12-Sep-13,2013,6,"['dfa records', 'minimal wave, synth punk, post-punk, electronic, electro-industrial dance party, dancefloor strangeness']","electronic,dance,punk"
